simulation,faulted_line,first_cascade_time,first_cascade_component,first_cascade_reason,num_cascade_events
Line 26 - 29_load=0.9329_wind=0.3031_0.3677_0.184,Line 26 - 29,2.43,NSG_2,OverVoltage,18
Line 28 - 29_load=0.9329_wind=0.3031_0.3677_0.184,Line 28 - 29,1.65,Line 26 - 29DR1,,19
Line 01 - 02_load=0.977_wind=0.6112_0.4269_0.4194,Line 01 - 02,1.67,Line 08 - 09DR1,,3
Line 01 - 39_load=0.977_wind=0.6112_0.4269_0.4194,Line 01 - 39,2.08,NSG_2,OverVoltage,3
Line 02 - 25_load=0.977_wind=0.6112_0.4269_0.4194,Line 02 - 25,2.22,NSG_2,OverVoltage,18
Line 03 - 04_load=0.977_wind=0.6112_0.4269_0.4194,Line 03 - 04,1.46,Line 01 - 39DR2,,5
Line 04 - 05_load=0.977_wind=0.6112_0.4269_0.4194,Line 04 - 05,1.47,Line 01 - 39DR2,,5
Line 05 - 08_load=0.977_wind=0.6112_0.4269_0.4194,Line 05 - 08,3.02,Line 01 - 39DR2,,5
Line 06 - 07_load=0.977_wind=0.6112_0.4269_0.4194,Line 06 - 07,3.04,Line 01 - 39DR2,,4
Line 06 - 11_load=0.977_wind=0.6112_0.4269_0.4194,Line 06 - 11,3.08,Line 01 - 39DR2,,4
Line 07 - 08_load=0.977_wind=0.6112_0.4269_0.4194,Line 07 - 08,3.06,Line 01 - 39DR2,,5
Line 08 - 09_load=0.977_wind=0.6112_0.4269_0.4194,Line 08 - 09,1.88,Line 01 - 02DR1,,4
Line 09 - 39_load=0.977_wind=0.6112_0.4269_0.4194,Line 09 - 39,2.01,Line 01 - 02DR1,,4
Line 10 - 11_load=0.977_wind=0.6112_0.4269_0.4194,Line 10 - 11,3.07,Line 01 - 39DR2,,4
Line 14 - 15_load=0.977_wind=0.6112_0.4269_0.4194,Line 14 - 15,3.15,Line 01 - 39DR2,,4
Line 15 - 16_load=0.977_wind=0.6112_0.4269_0.4194,Line 15 - 16,2.1,NSG_2,OverVoltage,1
Line 16 - 17_load=0.977_wind=0.6112_0.4269_0.4194,Line 16 - 17,2.36,NSG_2,OverVoltage,79
Line 16 - 19_load=0.977_wind=0.6112_0.4269_0.4194,Line 16 - 19,1.8,G 04,Over-Speed,18
Line 16 - 21_load=0.977_wind=0.6112_0.4269_0.4194,Line 16 - 21,2.17,NSG_2,OverVoltage,18
Line 16 - 24_load=0.977_wind=0.6112_0.4269_0.4194,Line 16 - 24,2.14,NSG_2,OverVoltage,1
Line 17 - 18_load=0.977_wind=0.6112_0.4269_0.4194,Line 17 - 18,2.16,NSG_2,OverVoltage,1
Line 21 - 22_load=0.977_wind=0.6112_0.4269_0.4194,Line 21 - 22,2.06,Line 23 - 24DR2,,57
Line 25 - 26_load=0.977_wind=0.6112_0.4269_0.4194,Line 25 - 26,2.22,NSG_2,OverVoltage,1
Line 26 - 28_load=0.977_wind=0.6112_0.4269_0.4194,Line 26 - 28,2.32,NSG_2,OverVoltage,1
Line 26 - 29_load=0.977_wind=0.6112_0.4269_0.4194,Line 26 - 29,2.34,NSG_2,OverVoltage,18
Line 28 - 29_load=0.977_wind=0.6112_0.4269_0.4194,Line 28 - 29,1.66,Line 26 - 29DR1,,23
Line 01 - 02_load=0.8129_wind=0.7024_0.5446_0.1459,Line 01 - 02,1.91,Line 08 - 09DR1,,4
Line 01 - 39_load=0.8129_wind=0.7024_0.5446_0.1459,Line 01 - 39,2.07,Line 08 - 09DR1,,4
Line 02 - 25_load=0.8129_wind=0.7024_0.5446_0.1459,Line 02 - 25,2.16,NSG_2,OverVoltage,1
Line 08 - 09_load=0.8129_wind=0.7024_0.5446_0.1459,Line 08 - 09,2.83,Line 01 - 39DR2,,3
Line 09 - 39_load=0.8129_wind=0.7024_0.5446_0.1459,Line 09 - 39,2.6,Line 01 - 39DR2,,3
Line 15 - 16_load=0.8129_wind=0.7024_0.5446_0.1459,Line 15 - 16,2.07,NSG_2,OverVoltage,1
Line 16 - 17_load=0.8129_wind=0.7024_0.5446_0.1459,Line 16 - 17,2.43,NSG_2,OverVoltage,1
Line 16 - 19_load=0.8129_wind=0.7024_0.5446_0.1459,Line 16 - 19,1.81,G 05,Over-Speed,1
Line 28 - 29_load=0.8129_wind=0.7024_0.5446_0.1459,Line 28 - 29,2.26,NSG_2,OverVoltage,1
Line 01 - 02_load=1.0761_wind=0.4296_0.9262_0.9119,Line 01 - 02,1.62,Line 08 - 09DR1,,3
Line 01 - 39_load=1.0761_wind=0.4296_0.9262_0.9119,Line 01 - 39,2.01,NSG_2,OverVoltage,3
Line 02 - 03_load=1.0761_wind=0.4296_0.9262_0.9119,Line 02 - 03,2.93,Line 01 - 39DR2,,4
Line 03 - 04_load=1.0761_wind=0.4296_0.9262_0.9119,Line 03 - 04,1.45,Line 01 - 39DR2,,4
Line 04 - 05_load=1.0761_wind=0.4296_0.9262_0.9119,Line 04 - 05,2.94,Line 01 - 39DR2,,4
Line 04 - 14_load=1.0761_wind=0.4296_0.9262_0.9119,Line 04 - 14,2.99,Line 01 - 39DR2,,4
Line 05 - 06_load=1.0761_wind=0.4296_0.9262_0.9119,Line 05 - 06,2.95,Line 01 - 39DR2,,4
Line 05 - 08_load=1.0761_wind=0.4296_0.9262_0.9119,Line 05 - 08,2.93,Line 01 - 39DR2,,4
Line 06 - 07_load=1.0761_wind=0.4296_0.9262_0.9119,Line 06 - 07,2.96,Line 01 - 39DR2,,4
Line 06 - 11_load=1.0761_wind=0.4296_0.9262_0.9119,Line 06 - 11,3.02,Line 01 - 39DR2,,4
Line 07 - 08_load=1.0761_wind=0.4296_0.9262_0.9119,Line 07 - 08,2.94,Line 01 - 39DR2,,4
Line 08 - 09_load=1.0761_wind=0.4296_0.9262_0.9119,Line 08 - 09,1.81,Line 01 - 02DR1,,4
Line 09 - 39_load=1.0761_wind=0.4296_0.9262_0.9119,Line 09 - 39,1.88,Line 01 - 02DR1,,4
Line 10 - 11_load=1.0761_wind=0.4296_0.9262_0.9119,Line 10 - 11,2.97,Line 01 - 39DR2,,4
Line 10 - 13_load=1.0761_wind=0.4296_0.9262_0.9119,Line 10 - 13,2.94,Line 01 - 39DR2,,4
Line 13 - 14_load=1.0761_wind=0.4296_0.9262_0.9119,Line 13 - 14,2.98,Line 01 - 39DR2,,4
Line 14 - 15_load=1.0761_wind=0.4296_0.9262_0.9119,Line 14 - 15,4.47,Line 01 - 39DR2,,4
Line 15 - 16_load=1.0761_wind=0.4296_0.9262_0.9119,Line 15 - 16,2.16,NSG_2,OverVoltage,21
Line 16 - 17_load=1.0761_wind=0.4296_0.9262_0.9119,Line 16 - 17,2.45,NSG_2,OverVoltage,15
Line 16 - 19_load=1.0761_wind=0.4296_0.9262_0.9119,Line 16 - 19,1.99,G 05,Over-Speed,17
Line 16 - 21_load=1.0761_wind=0.4296_0.9262_0.9119,Line 16 - 21,2.26,NSG_2,OverVoltage,18
Line 16 - 24_load=1.0761_wind=0.4296_0.9262_0.9119,Line 16 - 24,2.92,Line 01 - 39DR2,,4
Line 21 - 22_load=1.0761_wind=0.4296_0.9262_0.9119,Line 21 - 22,2.22,Line 23 - 24DR2,,8
Line 22 - 23_load=1.0761_wind=0.4296_0.9262_0.9119,Line 22 - 23,2.99,Line 01 - 39DR2,,4
Line 23 - 24_load=1.0761_wind=0.4296_0.9262_0.9119,Line 23 - 24,3.05,Line 01 - 39DR2,,4
Line 25 - 26_load=1.0761_wind=0.4296_0.9262_0.9119,Line 25 - 26,3.07,Line 01 - 39DR2,,4
Line 26 - 27_load=1.0761_wind=0.4296_0.9262_0.9119,Line 26 - 27,2.91,Line 01 - 39DR2,,4
Line 26 - 28_load=1.0761_wind=0.4296_0.9262_0.9119,Line 26 - 28,3.18,Line 01 - 39DR2,,4
Line 26 - 29_load=1.0761_wind=0.4296_0.9262_0.9119,Line 26 - 29,2.47,NSG_2,OverVoltage,18
Line 28 - 29_load=1.0761_wind=0.4296_0.9262_0.9119,Line 28 - 29,1.69,Line 26 - 29DR1,,19
Line 01 - 02_load=1.0244_wind=0.3241_0.8146_0.1473,Line 01 - 02,1.76,Line 08 - 09DR1,,3
Line 01 - 39_load=1.0244_wind=0.3241_0.8146_0.1473,Line 01 - 39,1.93,Line 08 - 09DR1,,4
Line 02 - 25_load=1.0244_wind=0.3241_0.8146_0.1473,Line 02 - 25,2.23,NSG_2,OverVoltage,13
Line 03 - 04_load=1.0244_wind=0.3241_0.8146_0.1473,Line 03 - 04,1.47,Line 01 - 39DR2,,5
Line 04 - 05_load=1.0244_wind=0.3241_0.8146_0.1473,Line 04 - 05,1.47,Line 01 - 39DR2,,5
Line 04 - 14_load=1.0244_wind=0.3241_0.8146_0.1473,Line 04 - 14,1.61,Line 01 - 39DR2,,5
Line 05 - 06_load=1.0244_wind=0.3241_0.8146_0.1473,Line 05 - 06,1.61,Line 01 - 39DR2,,5
Line 05 - 08_load=1.0244_wind=0.3241_0.8146_0.1473,Line 05 - 08,1.47,Line 01 - 39DR2,,5
Line 06 - 07_load=1.0244_wind=0.3241_0.8146_0.1473,Line 06 - 07,1.46,Line 01 - 39DR2,,5
Line 06 - 11_load=1.0244_wind=0.3241_0.8146_0.1473,Line 06 - 11,3.14,Line 01 - 39DR2,,5
Line 07 - 08_load=1.0244_wind=0.3241_0.8146_0.1473,Line 07 - 08,1.58,Line 01 - 39DR2,,5
Line 08 - 09_load=1.0244_wind=0.3241_0.8146_0.1473,Line 08 - 09,2.49,Line 01 - 02DR1,,4
Line 09 - 39_load=1.0244_wind=0.3241_0.8146_0.1473,Line 09 - 39,2.77,Line 01 - 39DR2,,3
Line 15 - 16_load=1.0244_wind=0.3241_0.8146_0.1473,Line 15 - 16,2.13,NSG_2,OverVoltage,18
Line 16 - 17_load=1.0244_wind=0.3241_0.8146_0.1473,Line 16 - 17,2.41,NSG_2,OverVoltage,18
Line 16 - 19_load=1.0244_wind=0.3241_0.8146_0.1473,Line 16 - 19,1.87,G 04,Over-Speed,20
Line 16 - 21_load=1.0244_wind=0.3241_0.8146_0.1473,Line 16 - 21,2.23,NSG_2,OverVoltage,18
Line 21 - 22_load=1.0244_wind=0.3241_0.8146_0.1473,Line 21 - 22,2.36,Line 23 - 24DR2,,79
Line 26 - 29_load=1.0244_wind=0.3241_0.8146_0.1473,Line 26 - 29,2.42,NSG_2,OverVoltage,18
Line 28 - 29_load=1.0244_wind=0.3241_0.8146_0.1473,Line 28 - 29,1.69,Line 26 - 29DR1,,19
Line 01 - 02_load=0.915_wind=0.2282_0.5969_0.5167,Line 01 - 02,2.05,NSG_2,OverVoltage,3
Line 01 - 39_load=0.915_wind=0.2282_0.5969_0.5167,Line 01 - 39,1.88,Line 08 - 09DR1,,4
Line 02 - 25_load=0.915_wind=0.2282_0.5969_0.5167,Line 02 - 25,2.19,NSG_2,OverVoltage,1
Line 03 - 04_load=0.915_wind=0.2282_0.5969_0.5167,Line 03 - 04,1.47,Line 01 - 39DR2,,5
Line 04 - 05_load=0.915_wind=0.2282_0.5969_0.5167,Line 04 - 05,1.46,Line 01 - 39DR2,,5
Line 04 - 14_load=0.915_wind=0.2282_0.5969_0.5167,Line 04 - 14,1.6,Line 01 - 39DR2,,5
Line 05 - 06_load=0.915_wind=0.2282_0.5969_0.5167,Line 05 - 06,1.6,Line 01 - 39DR2,,5
Line 05 - 08_load=0.915_wind=0.2282_0.5969_0.5167,Line 05 - 08,1.46,Line 01 - 39DR2,,5
Line 06 - 07_load=0.915_wind=0.2282_0.5969_0.5167,Line 06 - 07,1.46,Line 01 - 39DR2,,5
Line 07 - 08_load=0.915_wind=0.2282_0.5969_0.5167,Line 07 - 08,1.59,Line 01 - 39DR2,,5
Line 08 - 09_load=0.915_wind=0.2282_0.5969_0.5167,Line 08 - 09,2.05,Line 01 - 02DR1,,4
Line 09 - 39_load=0.915_wind=0.2282_0.5969_0.5167,Line 09 - 39,2.22,Line 01 - 02DR1,,4
Line 15 - 16_load=0.915_wind=0.2282_0.5969_0.5167,Line 15 - 16,2.09,NSG_2,OverVoltage,1
Line 16 - 17_load=0.915_wind=0.2282_0.5969_0.5167,Line 16 - 17,2.35,NSG_2,OverVoltage,1
Line 16 - 19_load=0.915_wind=0.2282_0.5969_0.5167,Line 16 - 19,1.83,G 04,Over-Speed,18
Line 16 - 21_load=0.915_wind=0.2282_0.5969_0.5167,Line 16 - 21,2.17,NSG_2,OverVoltage,1
Line 17 - 18_load=0.915_wind=0.2282_0.5969_0.5167,Line 17 - 18,2.19,NSG_2,OverVoltage,1
Line 21 - 22_load=0.915_wind=0.2282_0.5969_0.5167,Line 21 - 22,2.31,NSG_2,OverVoltage,10
Line 26 - 29_load=0.915_wind=0.2282_0.5969_0.5167,Line 26 - 29,2.33,NSG_2,OverVoltage,1
Line 28 - 29_load=0.915_wind=0.2282_0.5969_0.5167,Line 28 - 29,1.78,Line 26 - 29DR1,,8
Line 01 - 02_load=1.069_wind=0.5799_0.2439_0.3071,Line 01 - 02,2.87,NSG_2,OverVoltage,4
Line 02 - 25_load=1.069_wind=0.5799_0.2439_0.3071,Line 02 - 25,2.34,NSG_2,OverVoltage,1
Line 08 - 09_load=1.069_wind=0.5799_0.2439_0.3071,Line 08 - 09,5.9,Line 01 - 39DR2,,2
Line 09 - 39_load=1.069_wind=0.5799_0.2439_0.3071,Line 09 - 39,1.73,Line 01 - 39DR2,,3
Line 16 - 19_load=1.069_wind=0.5799_0.2439_0.3071,Line 16 - 19,1.93,G 04,Over-Speed,20
Line 21 - 22_load=1.069_wind=0.5799_0.2439_0.3071,Line 21 - 22,2.38,NSG_2,OverVoltage,1
Line 28 - 29_load=1.069_wind=0.5799_0.2439_0.3071,Line 28 - 29,1.72,Line 26 - 29DR1,,19
Line 01 - 02_load=0.8524_wind=0.282_0.1745_0.1759,Line 01 - 02,1.81,Line 08 - 09DR1,,4
Line 01 - 39_load=0.8524_wind=0.282_0.1745_0.1759,Line 01 - 39,1.96,Line 08 - 09DR1,,4
Line 02 - 03_load=0.8524_wind=0.282_0.1745_0.1759,Line 02 - 03,1.45,Line 01 - 39DR2,,5
Line 02 - 25_load=0.8524_wind=0.282_0.1745_0.1759,Line 02 - 25,2.16,NSG_2,OverVoltage,1
Line 03 - 04_load=0.8524_wind=0.282_0.1745_0.1759,Line 03 - 04,1.47,Line 01 - 39DR2,,5
Line 03 - 18_load=0.8524_wind=0.282_0.1745_0.1759,Line 03 - 18,2.15,NSG_2,OverVoltage,1
Line 05 - 08_load=0.8524_wind=0.282_0.1745_0.1759,Line 05 - 08,1.59,Line 01 - 39DR2,,5
Line 06 - 07_load=0.8524_wind=0.282_0.1745_0.1759,Line 06 - 07,1.61,Line 01 - 39DR2,,5
Line 06 - 11_load=0.8524_wind=0.282_0.1745_0.1759,Line 06 - 11,1.6,Line 01 - 39DR2,,5
Line 08 - 09_load=0.8524_wind=0.282_0.1745_0.1759,Line 08 - 09,2.38,Line 01 - 02DR1,,4
Line 09 - 39_load=0.8524_wind=0.282_0.1745_0.1759,Line 09 - 39,2.77,Line 01 - 39DR2,,3
Line 10 - 11_load=0.8524_wind=0.282_0.1745_0.1759,Line 10 - 11,1.62,Line 01 - 39DR2,,5
Line 14 - 15_load=0.8524_wind=0.282_0.1745_0.1759,Line 14 - 15,1.6,Line 01 - 39DR2,,5
Line 15 - 16_load=0.8524_wind=0.282_0.1745_0.1759,Line 15 - 16,2.05,NSG_2,OverVoltage,1
Line 16 - 17_load=0.8524_wind=0.282_0.1745_0.1759,Line 16 - 17,2.24,NSG_2,OverVoltage,1
Line 16 - 19_load=0.8524_wind=0.282_0.1745_0.1759,Line 16 - 19,1.73,G 05,Over-Speed,17
Line 16 - 21_load=0.8524_wind=0.282_0.1745_0.1759,Line 16 - 21,2.11,NSG_2,OverVoltage,1
Line 16 - 24_load=0.8524_wind=0.282_0.1745_0.1759,Line 16 - 24,2.08,NSG_2,OverVoltage,1
Line 17 - 18_load=0.8524_wind=0.282_0.1745_0.1759,Line 17 - 18,2.09,NSG_2,OverVoltage,1
Line 21 - 22_load=0.8524_wind=0.282_0.1745_0.1759,Line 21 - 22,2.26,NSG_2,OverVoltage,1
Line 22 - 23_load=0.8524_wind=0.282_0.1745_0.1759,Line 22 - 23,1.65,Line 01 - 39DR2,,5
Line 25 - 26_load=0.8524_wind=0.282_0.1745_0.1759,Line 25 - 26,2.15,NSG_2,OverVoltage,1
Line 26 - 28_load=0.8524_wind=0.282_0.1745_0.1759,Line 26 - 28,2.26,NSG_2,OverVoltage,1
Line 26 - 29_load=0.8524_wind=0.282_0.1745_0.1759,Line 26 - 29,2.25,NSG_2,OverVoltage,1
Line 28 - 29_load=0.8524_wind=0.282_0.1745_0.1759,Line 28 - 29,1.78,Line 26 - 29DR1,,20
Line 16 - 19_load=1.1395_wind=0.3833_0.0806_0.5262,Line 16 - 19,2.12,G 05,Over-Speed,18
Line 28 - 29_load=1.1395_wind=0.3833_0.0806_0.5262,Line 28 - 29,1.82,Line 26 - 29DR1,,19
Line 01 - 02_load=1.0848_wind=0.1085_0.7881_0.3201,Line 01 - 02,2.82,NSG_2,OverVoltage,40
Line 09 - 39_load=1.0848_wind=0.1085_0.7881_0.3201,Line 09 - 39,1.81,Line 01 - 39DR2,,2
Line 16 - 19_load=1.0848_wind=0.1085_0.7881_0.3201,Line 16 - 19,1.98,G 04,Over-Speed,18
Line 21 - 22_load=1.0848_wind=0.1085_0.7881_0.3201,Line 21 - 22,2.41,NSG_2,OverVoltage,18
Line 28 - 29_load=1.0848_wind=0.1085_0.7881_0.3201,Line 28 - 29,1.74,Line 26 - 29DR1,,19
Line 16 - 19_load=1.1936_wind=0.6588_0.3616_0.3017,Line 16 - 19,2.33,G 05,Over-Speed,18
Line 28 - 29_load=1.1936_wind=0.6588_0.3616_0.3017,Line 28 - 29,1.86,Line 26 - 29DR1,,19
Line 16 - 19_load=1.1963_wind=0.8003_0.6561_0.0711,Line 16 - 19,2.33,G 05,Over-Speed,18
Line 28 - 29_load=1.1963_wind=0.8003_0.6561_0.0711,Line 28 - 29,1.85,Line 26 - 29DR1,,19
Line 01 - 02_load=1.063_wind=0.4037_0.3772_0.3126,Line 01 - 02,2.93,NSG_2,OverVoltage,4
Line 02 - 25_load=1.063_wind=0.4037_0.3772_0.3126,Line 02 - 25,2.27,NSG_2,OverVoltage,1
Line 08 - 09_load=1.063_wind=0.4037_0.3772_0.3126,Line 08 - 09,5.95,Line 01 - 39DR2,,2
Line 09 - 39_load=1.063_wind=0.4037_0.3772_0.3126,Line 09 - 39,1.73,Line 01 - 39DR2,,3
Line 15 - 16_load=1.063_wind=0.4037_0.3772_0.3126,Line 15 - 16,2.18,NSG_2,OverVoltage,1
Line 16 - 19_load=1.063_wind=0.4037_0.3772_0.3126,Line 16 - 19,1.93,G 04,Over-Speed,20
Line 21 - 22_load=1.063_wind=0.4037_0.3772_0.3126,Line 21 - 22,2.39,NSG_2,OverVoltage,1
Line 28 - 29_load=1.063_wind=0.4037_0.3772_0.3126,Line 28 - 29,1.72,Line 26 - 29DR1,,19
Line 01 - 02_load=0.8831_wind=0.9452_0.0187_0.4616,Line 01 - 02,1.85,Line 08 - 09DR1,,4
Line 01 - 39_load=0.8831_wind=0.9452_0.0187_0.4616,Line 01 - 39,1.98,Line 08 - 09DR1,,4
Line 02 - 03_load=0.8831_wind=0.9452_0.0187_0.4616,Line 02 - 03,1.45,Line 01 - 39DR2,,5
Line 02 - 25_load=0.8831_wind=0.9452_0.0187_0.4616,Line 02 - 25,2.18,NSG_2,OverVoltage,1
Line 06 - 11_load=0.8831_wind=0.9452_0.0187_0.4616,Line 06 - 11,1.67,Line 01 - 39DR2,,5
Line 08 - 09_load=0.8831_wind=0.9452_0.0187_0.4616,Line 08 - 09,2.18,Line 01 - 02DR1,,4
Line 09 - 39_load=0.8831_wind=0.9452_0.0187_0.4616,Line 09 - 39,2.39,Line 01 - 02DR1,,4
Line 15 - 16_load=0.8831_wind=0.9452_0.0187_0.4616,Line 15 - 16,2.04,NSG_2,OverVoltage,1
Line 16 - 17_load=0.8831_wind=0.9452_0.0187_0.4616,Line 16 - 17,2.29,NSG_2,OverVoltage,1
Line 16 - 19_load=0.8831_wind=0.9452_0.0187_0.4616,Line 16 - 19,1.82,G 05,Over-Speed,1
Line 16 - 21_load=0.8831_wind=0.9452_0.0187_0.4616,Line 16 - 21,2.2,NSG_2,OverVoltage,1
Line 16 - 24_load=0.8831_wind=0.9452_0.0187_0.4616,Line 16 - 24,1.6,Line 01 - 39DR2,,5
Line 21 - 22_load=0.8831_wind=0.9452_0.0187_0.4616,Line 21 - 22,2.28,NSG_2,OverVoltage,1
Line 28 - 29_load=0.8831_wind=0.9452_0.0187_0.4616,Line 28 - 29,2.36,G 09,UV,20
Line 01 - 02_load=0.9593_wind=0.0092_0.6963_0.365,Line 01 - 02,1.66,Line 08 - 09DR1,,3
Line 01 - 39_load=0.9593_wind=0.0092_0.6963_0.365,Line 01 - 39,2.05,NSG_2,OverVoltage,3
Line 02 - 03_load=0.9593_wind=0.0092_0.6963_0.365,Line 02 - 03,3.06,Line 01 - 39DR2,,4
Line 02 - 25_load=0.9593_wind=0.0092_0.6963_0.365,Line 02 - 25,2.25,NSG_2,OverVoltage,7
Line 03 - 04_load=0.9593_wind=0.0092_0.6963_0.365,Line 03 - 04,1.46,Line 01 - 39DR2,,5
Line 03 - 18_load=0.9593_wind=0.0092_0.6963_0.365,Line 03 - 18,2.19,NSG_2,OverVoltage,18
Line 04 - 05_load=0.9593_wind=0.0092_0.6963_0.365,Line 04 - 05,1.47,Line 01 - 39DR2,,5
Line 04 - 14_load=0.9593_wind=0.0092_0.6963_0.365,Line 04 - 14,3.09,Line 01 - 39DR2,,4
Line 05 - 06_load=0.9593_wind=0.0092_0.6963_0.365,Line 05 - 06,3.06,Line 01 - 39DR2,,4
Line 05 - 08_load=0.9593_wind=0.0092_0.6963_0.365,Line 05 - 08,3.01,Line 01 - 39DR2,,4
Line 06 - 07_load=0.9593_wind=0.0092_0.6963_0.365,Line 06 - 07,3.04,Line 01 - 39DR2,,5
Line 06 - 11_load=0.9593_wind=0.0092_0.6963_0.365,Line 06 - 11,2.22,NSG_2,OverVoltage,18
Line 07 - 08_load=0.9593_wind=0.0092_0.6963_0.365,Line 07 - 08,3.02,Line 01 - 39DR2,,4
Line 08 - 09_load=0.9593_wind=0.0092_0.6963_0.365,Line 08 - 09,1.91,Line 01 - 02DR1,,4
Line 09 - 39_load=0.9593_wind=0.0092_0.6963_0.365,Line 09 - 39,2.05,Line 01 - 02DR1,,4
Line 10 - 11_load=0.9593_wind=0.0092_0.6963_0.365,Line 10 - 11,3.1,Line 01 - 39DR2,,4
Line 10 - 13_load=0.9593_wind=0.0092_0.6963_0.365,Line 10 - 13,1.47,Line 01 - 39DR2,,5
Line 13 - 14_load=0.9593_wind=0.0092_0.6963_0.365,Line 13 - 14,1.46,Line 01 - 39DR2,,5
Line 15 - 16_load=0.9593_wind=0.0092_0.6963_0.365,Line 15 - 16,2.14,NSG_2,OverVoltage,21
Line 16 - 17_load=0.9593_wind=0.0092_0.6963_0.365,Line 16 - 17,2.07,Line 01 - 39DR2,,4
Line 16 - 19_load=0.9593_wind=0.0092_0.6963_0.365,Line 16 - 19,1.78,G 04,Over-Speed,34
Line 16 - 21_load=0.9593_wind=0.0092_0.6963_0.365,Line 16 - 21,2.15,NSG_2,OverVoltage,18
Line 16 - 24_load=0.9593_wind=0.0092_0.6963_0.365,Line 16 - 24,2.11,NSG_2,OverVoltage,18
Line 17 - 18_load=0.9593_wind=0.0092_0.6963_0.365,Line 17 - 18,2.15,NSG_2,OverVoltage,18
Line 23 - 24_load=0.9593_wind=0.0092_0.6963_0.365,Line 23 - 24,3.19,Line 01 - 39DR2,,4
Line 25 - 26_load=0.9593_wind=0.0092_0.6963_0.365,Line 25 - 26,2.17,NSG_2,OverVoltage,18
Line 26 - 27_load=0.9593_wind=0.0092_0.6963_0.365,Line 26 - 27,3.04,Line 01 - 39DR2,,4
Line 26 - 28_load=0.9593_wind=0.0092_0.6963_0.365,Line 26 - 28,2.28,NSG_2,OverVoltage,18
Line 26 - 29_load=0.9593_wind=0.0092_0.6963_0.365,Line 26 - 29,2.33,NSG_2,OverVoltage,18
Line 28 - 29_load=0.9593_wind=0.0092_0.6963_0.365,Line 28 - 29,1.66,Line 26 - 29DR1,,19
Line 01 - 39_load=0.9479_wind=0.0316_0.7044_0.6582,Line 01 - 39,2.11,NSG_2,OverVoltage,4
Line 02 - 25_load=0.9479_wind=0.0316_0.7044_0.6582,Line 02 - 25,2.21,NSG_2,OverVoltage,18
Line 03 - 04_load=0.9479_wind=0.0316_0.7044_0.6582,Line 03 - 04,1.47,Line 01 - 39DR2,,5
Line 04 - 05_load=0.9479_wind=0.0316_0.7044_0.6582,Line 04 - 05,1.47,Line 01 - 39DR2,,5
Line 05 - 08_load=0.9479_wind=0.0316_0.7044_0.6582,Line 05 - 08,1.78,Line 01 - 39DR2,,5
Line 06 - 07_load=0.9479_wind=0.0316_0.7044_0.6582,Line 06 - 07,1.79,Line 01 - 39DR2,,5
Line 06 - 11_load=0.9479_wind=0.0316_0.7044_0.6582,Line 06 - 11,3.11,Line 01 - 39DR2,,4
Line 07 - 08_load=0.9479_wind=0.0316_0.7044_0.6582,Line 07 - 08,1.47,Line 01 - 39DR2,,5
Line 08 - 09_load=0.9479_wind=0.0316_0.7044_0.6582,Line 08 - 09,1.95,Line 01 - 02DR1,,4
Line 09 - 39_load=0.9479_wind=0.0316_0.7044_0.6582,Line 09 - 39,2.09,Line 01 - 02DR1,,4
Line 10 - 11_load=0.9479_wind=0.0316_0.7044_0.6582,Line 10 - 11,3.13,Line 01 - 39DR2,,4
Line 10 - 13_load=0.9479_wind=0.0316_0.7044_0.6582,Line 10 - 13,1.47,Line 01 - 39DR2,,5
Line 13 - 14_load=0.9479_wind=0.0316_0.7044_0.6582,Line 13 - 14,1.47,Line 01 - 39DR2,,5
Line 15 - 16_load=0.9479_wind=0.0316_0.7044_0.6582,Line 15 - 16,2.12,NSG_2,OverVoltage,1
Line 16 - 17_load=0.9479_wind=0.0316_0.7044_0.6582,Line 16 - 17,2.38,NSG_2,OverVoltage,39
Line 16 - 19_load=0.9479_wind=0.0316_0.7044_0.6582,Line 16 - 19,1.84,G 04,Over-Speed,19
Line 16 - 21_load=0.9479_wind=0.0316_0.7044_0.6582,Line 16 - 21,2.17,NSG_2,OverVoltage,1
Line 16 - 24_load=0.9479_wind=0.0316_0.7044_0.6582,Line 16 - 24,2.14,NSG_2,OverVoltage,1
Line 17 - 18_load=0.9479_wind=0.0316_0.7044_0.6582,Line 17 - 18,2.16,NSG_2,OverVoltage,1
Line 21 - 22_load=0.9479_wind=0.0316_0.7044_0.6582,Line 21 - 22,1.98,Line 23 - 24DR2,,78
Line 25 - 26_load=0.9479_wind=0.0316_0.7044_0.6582,Line 25 - 26,2.2,NSG_2,OverVoltage,1
Line 26 - 28_load=0.9479_wind=0.0316_0.7044_0.6582,Line 26 - 28,2.3,NSG_2,OverVoltage,1
Line 26 - 29_load=0.9479_wind=0.0316_0.7044_0.6582,Line 26 - 29,2.4,NSG_2,OverVoltage,1
Line 28 - 29_load=0.9479_wind=0.0316_0.7044_0.6582,Line 28 - 29,1.65,Line 26 - 29DR1,,19
Line 01 - 02_load=0.814_wind=0.2207_0.4507_0.4051,Line 01 - 02,1.9,Line 08 - 09DR1,,4
Line 01 - 39_load=0.814_wind=0.2207_0.4507_0.4051,Line 01 - 39,2.07,Line 08 - 09DR1,,4
Line 02 - 25_load=0.814_wind=0.2207_0.4507_0.4051,Line 02 - 25,2.14,NSG_2,OverVoltage,1
